measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,China,Both,Age-standardized,Stomach cancer,Rate,1990,37.73423023,42.39488741,33.19545777
Deaths,Viet Nam,Male,All ages,Stomach cancer,Number,1990,4613.627689,5692.801311,3575.066005
Deaths,Viet Nam,Female,All ages,Stomach cancer,Number,1990,2722.308933,3289.771867,2145.363876
Deaths,Viet Nam,Both,All ages,Stomach cancer,Number,1990,7335.936622,8816.501884,5855.269839
Deaths,Viet Nam,Male,All ages,Stomach cancer,Rate,1990,14.00327254,17.27877793,10.85103242
Deaths,Viet Nam,Female,All ages,Stomach cancer,Rate,1990,7.779076553,9.400618307,6.130439355
Deaths,Viet Nam,Both,All ages,Stomach cancer,Rate,1990,10.79734314,12.97650198,8.61803487
Deaths,Viet Nam,Male,Age-standardized,Stomach cancer,Rate,1990,28.10830345,34.40821878,21.82725148
Deaths,Viet Nam,Female,Age-standardized,Stomach cancer,Rate,1990,11.74189794,14.11854537,9.215679553
Deaths,Viet Nam,Both,Age-standardized,Stomach cancer,Rate,1990,18.39850586,22.04704177,14.6522709
Deaths,Kazakhstan,Male,All ages,Stomach cancer,Number,1990,2534.319342,2671.106643,2399.793024
Deaths,Kazakhstan,Female,All ages,Stomach cancer,Number,1990,1750.670377,1855.437737,1647.258671
Deaths,Kazakhstan,Both,All ages,Stomach cancer,Number,1990,4284.989719,4481.982191,4080.300055
Deaths,Kazakhstan,Male,All ages,Stomach cancer,Rate,1990,31.95875276,33.68369383,30.26232356
Deaths,Kazakhstan,Female,All ages,Stomach cancer,Rate,1990,20.74825355,21.9899149,19.52265886
Deaths,Kazakhstan,Both,All ages,Stomach cancer,Rate,1990,26.17963447,27.3831825,24.92905958
Deaths,Kazakhstan,Male,Age-standardized,Stomach cancer,Rate,1990,52.70508747,55.51957097,49.75002693
Deaths,Kazakhstan,Female,Age-standardized,Stomach cancer,Rate,1990,22.69328985,24.06306735,21.32914699
Deaths,Kazakhstan,Both,Age-standardized,Stomach cancer,Rate,1990,33.94297941,35.50689697,32.27075054
Deaths,Fiji,Male,All ages,Stomach cancer,Number,1990,16.70578399,21.04149898,13.19988504
Deaths,Fiji,Female,All ages,Stomach cancer,Number,1990,12.61697587,16.0661404,9.866735162
Deaths,Fiji,Both,All ages,Stomach cancer,Number,1990,29.32275986,36.04394545,24.07384179
Deaths,Fiji,Male,All ages,Stomach cancer,Rate,1990,4.334244793,5.459127655,3.424654182
Deaths,Fiji,Female,All ages,Stomach cancer,Rate,1990,3.374443615,4.296931804,2.638884453
Deaths,Fiji,Both,All ages,Stomach cancer,Rate,1990,3.861636903,4.746777948,3.170384927
Deaths,Fiji,Male,Age-standardized,Stomach cancer,Rate,1990,10.16682904,12.5035604,8.251121135
Deaths,Fiji,Female,Age-standardized,Stomach cancer,Rate,1990,7.746419945,9.79165068,6.090313511
Deaths,Fiji,Both,Age-standardized,Stomach cancer,Rate,1990,8.950050498,10.87729878,7.431715625
Deaths,Serbia,Male,All ages,Stomach cancer,Number,1990,957.64897,1100.566992,788.5852528
Deaths,Serbia,Female,All ages,Stomach cancer,Number,1990,550.8452851,637.9831456,472.530106
Deaths,Serbia,Both,All ages,Stomach cancer,Number,1990,1508.494255,1671.365017,1284.120504
Deaths,Serbia,Male,All ages,Stomach cancer,Rate,1990,20.78144281,23.88283256,17.11267891
Deaths,Serbia,Female,All ages,Stomach cancer,Rate,1990,11.50163075,13.32106631,9.866412486
Deaths,Serbia,Both,All ages,Stomach cancer,Rate,1990,16.05212694,17.78526059,13.66453022
Deaths,Serbia,Male,Age-standardized,Stomach cancer,Rate,1990,18.46961173,21.01805027,15.06978263
Deaths,Serbia,Female,Age-standardized,Stomach cancer,Rate,1990,9.676808165,11.09822598,8.243662836
Deaths,Serbia,Both,Age-standardized,Stomach cancer,Rate,1990,13.71294981,15.15337129,11.66142049
Deaths,Democratic People's Republic of Korea,Male,All ages,Stomach cancer,Number,1990,2885.994588,3744.794103,2183.29791
Deaths,Democratic People's Republic of Korea,Female,All ages,Stomach cancer,Number,1990,2063.894291,2612.434393,1392.044619
Deaths,Democratic People's Republic of Korea,Both,All ages,Stomach cancer,Number,1990,4949.88888,6282.12651,3778.159514
Deaths,Democratic People's Republic of Korea,Male,All ages,Stomach cancer,Rate,1990,28.97799811,37.60112263,21.92228737
Deaths,Democratic People's Republic of Korea,Female,All ages,Stomach cancer,Rate,1990,18.60102107,23.54478492,12.54591933
Deaths,Democratic People's Republic of Korea,Both,All ages,Stomach cancer,Rate,1990,23.50948572,29.83694525,17.94435982
Deaths,Democratic People's Republic of Korea,Male,Age-standardized,Stomach cancer,Rate,1990,46.2326784,57.65105122,36.18215498
Deaths,Democratic People's Republic of Korea,Female,Age-standardized,Stomach cancer,Rate,1990,21.7942488,27.28264417,14.95205291
Deaths,Democratic People's Republic of Korea,Both,Age-standardized,Stomach cancer,Rate,1990,30.79760865,38.31352295,24.09115521
Deaths,Mongolia,Male,All ages,Stomach cancer,Number,1990,400.2495463,495.3465637,325.9841403
Deaths,Mongolia,Female,All ages,Stomach cancer,Number,1990,291.1874851,358.6707984,234.956065
Deaths,Mongolia,Both,All ages,Stomach cancer,Number,1990,691.4370314,821.228809,579.5753317
Deaths,Mongolia,Male,All ages,Stomach cancer,Rate,1990,37.20748197,46.04776821,30.3037171
Deaths,Mongolia,Female,All ages,Stomach cancer,Rate,1990,27.01297197,33.27328515,21.79647795
Deaths,Mongolia,Both,All ages,Stomach cancer,Rate,1990,32.10494674,38.1314653,26.91096124
Deaths,Mongolia,Male,Age-standardized,Stomach cancer,Rate,1990,92.06544935,110.6015972,76.07396852
Deaths,Mongolia,Female,Age-standardized,Stomach cancer,Rate,1990,52.34037684,64.25438966,42.39591905
Deaths,Mongolia,Both,Age-standardized,Stomach cancer,Rate,1990,68.81644687,80.88554913,58.11644041
Deaths,Kiribati,Male,All ages,Stomach cancer,Number,1990,5.370769808,6.666338961,4.252045264
Deaths,Kiribati,Female,All ages,Stomach cancer,Number,1990,1.931201544,2.368045269,1.520591818
Deaths,Kiribati,Both,All ages,Stomach cancer,Number,1990,7.301971353,8.857168751,5.920652291
Deaths,Kiribati,Male,All ages,Stomach cancer,Rate,1990,14.62551292,18.15356645,11.57903711
Deaths,Kiribati,Female,All ages,Stomach cancer,Rate,1990,5.171593008,6.341423242,4.072015185
Deaths,Kiribati,Both,All ages,Stomach cancer,Rate,1990,9.858947125,11.95873747,7.993923156
Deaths,Kiribati,Male,Age-standardized,Stomach cancer,Rate,1990,31.23670308,37.68642122,25.44109893
Deaths,Kiribati,Female,Age-standardized,Stomach cancer,Rate,1990,10.05213074,12.30693888,7.836157813
Deaths,Kiribati,Both,Age-standardized,Stomach cancer,Rate,1990,19.40959216,22.99213325,16.05698179
Deaths,Taiwan (Province of China),Male,All ages,Stomach cancer,Number,1990,1898.603028,1966.930184,1823.123995
Deaths,Taiwan (Province of China),Female,All ages,Stomach cancer,Number,1990,788.4505467,825.0763849,748.0578773
Deaths,Taiwan (Province of China),Both,All ages,Stomach cancer,Number,1990,2687.053575,2782.064196,2586.870439
Deaths,Taiwan (Province of China),Male,All ages,Stomach cancer,Rate,1990,18.01095094,18.65913122,17.29492492
Deaths,Taiwan (Province of China),Female,All ages,Stomach cancer,Rate,1990,7.998308254,8.369853109,7.588551394
Deaths,Taiwan (Province of China),Both,All ages,Stomach cancer,Rate,1990,13.1724138,13.63817274,12.68129828
Deaths,Taiwan (Province of China),Male,Age-standardized,Stomach cancer,Rate,1990,23.82437804,24.70733256,22.77285977
Deaths,Taiwan (Province of China),Female,Age-standardized,Stomach cancer,Rate,1990,10.85349873,11.36462642,10.24530469
Deaths,Taiwan (Province of China),Both,Age-standardized,Stomach cancer,Rate,1990,17.52093698,18.15137863,16.77963767
Deaths,Greece,Male,All ages,Stomach cancer,Number,1990,1251.768501,1313.631783,1192.114274
Deaths,Greece,Female,All ages,Stomach cancer,Number,1990,934.0048791,990.0279185,869.6523723
Deaths,Greece,Both,All ages,Stomach cancer,Number,1990,2185.77338,2279.908306,2074.494974
Deaths,Greece,Male,All ages,Stomach cancer,Rate,1990,24.43906376,25.64685952,23.27439677
Deaths,Greece,Female,All ages,Stomach cancer,Rate,1990,17.73131008,18.79486114,16.50963097
Deaths,Greece,Both,All ages,Stomach cancer,Rate,1990,21.03820243,21.94425685,19.96714096
Deaths,Greece,Male,Age-standardized,Stomach cancer,Rate,1990,18.29999131,19.17239135,17.39161446
Deaths,Greece,Female,Age-standardized,Stomach cancer,Rate,1990,11.22969947,11.84820483,10.42299658
Deaths,Greece,Both,Age-standardized,Stomach cancer,Rate,1990,14.47976634,15.10032827,13.75794382
Deaths,Republic of Korea,Male,All ages,Stomach cancer,Number,1990,10088.06714,10645.82701,9473.358596
Deaths,Republic of Korea,Female,All ages,Stomach cancer,Number,1990,5797.057505,6108.372221,5513.637294
Deaths,Republic of Korea,Both,All ages,Stomach cancer,Number,1990,15885.12464,16573.13921,15178.94516
Deaths,Republic of Korea,Male,All ages,Stomach cancer,Rate,1990,45.29996187,47.80455472,42.53964385
Deaths,Republic of Korea,Female,All ages,Stomach cancer,Rate,1990,26.26872321,27.67941132,24.98443595
Deaths,Republic of Korea,Both,All ages,Stomach cancer,Rate,1990,35.82752223,37.37927947,34.2347956
Deaths,Republic of Korea,Male,Age-standardized,Stomach cancer,Rate,1990,80.05982328,85.88479176,75.30793334
Deaths,Republic of Korea,Female,Age-standardized,Stomach cancer,Rate,1990,33.88225322,35.8470412,31.99363677
Deaths,Republic of Korea,Both,Age-standardized,Stomach cancer,Rate,1990,52.34672432,55.04922181,49.96807856
Deaths,Haiti,Male,All ages,Stomach cancer,Number,1990,426.8834855,535.6175739,272.318432
Deaths,Haiti,Female,All ages,Stomach cancer,Number,1990,316.6416527,409.0711376,225.2727816
Deaths,Haiti,Both,All ages,Stomach cancer,Number,1990,743.5251382,886.1077332,507.2097431
Deaths,Haiti,Male,All ages,Stomach cancer,Rate,1990,13.82506619,17.34653287,8.819315984
Deaths,Haiti,Female,All ages,Stomach cancer,Rate,1990,9.689220061,12.51755806,6.893336794
Deaths,Haiti,Both,All ages,Stomach cancer,Rate,1990,11.69850325,13.94187455,7.98035537
Deaths,Haiti,Male,Age-standardized,Stomach cancer,Rate,1990,29.18919798,36.16842724,18.65626691
Deaths,Haiti,Female,Age-standardized,Stomach cancer,Rate,1990,19.37601588,25.10602318,14.4251837
Deaths,Haiti,Both,Age-standardized,Stomach cancer,Rate,1990,23.94536372,28.58515611,17.1965619
Deaths,Marshall Islands,Male,All ages,Stomach cancer,Number,1990,2.273696238,2.741082059,1.864145378
Deaths,Marshall Islands,Female,All ages,Stomach cancer,Number,1990,1.130614742,1.372393307,0.882552548
Deaths,Marshall Islands,Both,All ages,Stomach cancer,Number,1990,3.40431098,3.926685952,2.840881832
Deaths,Marshall Islands,Male,All ages,Stomach cancer,Rate,1990,9.713178214,11.70983973,7.963586327
Deaths,Marshall Islands,Female,All ages,Stomach cancer,Rate,1990,5.065430833,6.148657997,3.954051475
Deaths,Marshall Islands,Both,All ages,Stomach cancer,Rate,1990,7.444603385,8.586941587,6.212487233
Deaths,Marshall Islands,Male,Age-standardized,Stomach cancer,Rate,1990,28.7056832,34.55943209,23.17183144
Deaths,Marshall Islands,Female,Age-standardized,Stomach cancer,Rate,1990,14.22429494,17.3589389,11.0757065
Deaths,Marshall Islands,Both,Age-standardized,Stomach cancer,Rate,1990,21.13164917,24.50092554,17.66447197
Deaths,Estonia,Male,All ages,Stomach cancer,Number,1990,296.8409408,310.7036147,283.5552602
Deaths,Estonia,Female,All ages,Stomach cancer,Number,1990,250.4063718,264.2999872,235.752534
Deaths,Estonia,Both,All ages,Stomach cancer,Number,1990,547.2473127,569.2912532,523.6697844
Deaths,Estonia,Male,All ages,Stomach cancer,Rate,1990,40.46423464,42.35394192,38.65318089
Deaths,Estonia,Female,All ages,Stomach cancer,Rate,1990,29.98462219,31.64829714,28.22991528
Deaths,Estonia,Both,All ages,Stomach cancer,Rate,1990,34.88530479,36.29053706,33.38231109
Deaths,Estonia,Male,Age-standardized,Stomach cancer,Rate,1990,40.72273522,42.48520213,38.92466589
Deaths,Estonia,Female,Age-standardized,Stomach cancer,Rate,1990,19.06260469,20.07555755,17.97519228
Deaths,Estonia,Both,Age-standardized,Stomach cancer,Rate,1990,26.89000205,27.9266787,25.7130383
Deaths,Micronesia (Federated States of),Male,All ages,Stomach cancer,Number,1990,6.198063298,7.747761855,4.767381084
Deaths,Micronesia (Federated States of),Female,All ages,Stomach cancer,Number,1990,3.292443246,4.299342044,2.460349395
Deaths,Micronesia (Federated States of),Both,All ages,Stomach cancer,Number,1990,9.490506543,11.66449148,7.47690165
Deaths,Micronesia (Federated States of),Male,All ages,Stomach cancer,Rate,1990,11.57113112,14.46425504,8.900198169
Deaths,Micronesia (Federated States of),Female,All ages,Stomach cancer,Rate,1990,6.491550628,8.476804142,4.850951548
Deaths,Micronesia (Federated States of),Both,All ages,Stomach cancer,Rate,1990,9.100653687,11.18533525,7.169764044
Deaths,Micronesia (Federated States of),Male,Age-standardized,Stomach cancer,Rate,1990,26.76879423,33.0130616,21.00613574
Deaths,Micronesia (Federated States of),Female,Age-standardized,Stomach cancer,Rate,1990,15.05562862,19.76438238,11.44977335
Deaths,Micronesia (Federated States of),Both,Age-standardized,Stomach cancer,Rate,1990,20.84870711,25.53964325,16.62517341
Deaths,Kyrgyzstan,Male,All ages,Stomach cancer,Number,1990,631.3031363,669.9260209,594.1757037
Deaths,Kyrgyzstan,Female,All ages,Stomach cancer,Number,1990,341.139424,367.6103245,319.4912684
Deaths,Kyrgyzstan,Both,All ages,Stomach cancer,Number,1990,972.4425603,1026.397685,920.632309
Deaths,Kyrgyzstan,Male,All ages,Stomach cancer,Rate,1990,28.95461724,30.72604966,27.25177349
Deaths,Kyrgyzstan,Female,All ages,Stomach cancer,Rate,1990,14.94995021,16.10999979,14.00125057
Deaths,Kyrgyzstan,Both,All ages,Stomach cancer,Rate,1990,21.79291426,23.00207505,20.63182115
Deaths,Kyrgyzstan,Male,Age-standardized,Stomach cancer,Rate,1990,50.66015978,53.69394135,47.68333505
Deaths,Kyrgyzstan,Female,Age-standardized,Stomach cancer,Rate,1990,18.86923522,20.35417398,17.66323079
Deaths,Kyrgyzstan,Both,Age-standardized,Stomach cancer,Rate,1990,31.80692167,33.59022482,30.09510172
Deaths,Brunei Darussalam,Male,All ages,Stomach cancer,Number,1990,18.03496928,20.99079804,15.51732725
Deaths,Brunei Darussalam,Female,All ages,Stomach cancer,Number,1990,12.08062363,14.36291459,9.938540365
Deaths,Brunei Darussalam,Both,All ages,Stomach cancer,Number,1990,30.11559291,34.01056193,26.47408192
Deaths,Brunei Darussalam,Male,All ages,Stomach cancer,Rate,1990,13.18524559,15.34623225,11.34461431
Deaths,Brunei Darussalam,Female,All ages,Stomach cancer,Rate,1990,9.921768673,11.79620527,8.162484115
Deaths,Brunei Darussalam,Both,All ages,Stomach cancer,Rate,1990,11.64832051,13.15484399,10.23983132
Deaths,Brunei Darussalam,Male,Age-standardized,Stomach cancer,Rate,1990,47.3580094,54.68321303,41.35577751
Deaths,Brunei Darussalam,Female,Age-standardized,Stomach cancer,Rate,1990,23.56957769,27.87491454,19.76338283
Deaths,Brunei Darussalam,Both,Age-standardized,Stomach cancer,Rate,1990,32.74581656,36.72255703,29.02003606
Deaths,Tajikistan,Male,All ages,Stomach cancer,Number,1990,580.946528,646.7865177,523.4416105
Deaths,Tajikistan,Female,All ages,Stomach cancer,Number,1990,319.7536428,353.0949124,289.0693857
Deaths,Tajikistan,Both,All ages,Stomach cancer,Number,1990,900.7001708,977.4223063,832.5599771
Deaths,Tajikistan,Male,All ages,Stomach cancer,Rate,1990,21.72750539,24.18993294,19.57681106
Deaths,Tajikistan,Female,All ages,Stomach cancer,Rate,1990,11.83458733,13.06860038,10.69891451
Deaths,Tajikistan,Both,All ages,Stomach cancer,Rate,1990,16.75521438,18.18243275,15.48764101
Deaths,Tajikistan,Male,Age-standardized,Stomach cancer,Rate,1990,46.36739548,51.60417342,41.76587808
Deaths,Tajikistan,Female,Age-standardized,Stomach cancer,Rate,1990,20.28010832,22.41839113,18.43166128
Deaths,Tajikistan,Both,Age-standardized,Stomach cancer,Rate,1990,31.67452723,34.32338754,29.34925032
Deaths,Cambodia,Male,All ages,Stomach cancer,Number,1990,381.0892836,496.1763309,290.1574297
Deaths,Cambodia,Female,All ages,Stomach cancer,Number,1990,304.5477875,386.9479957,225.3098206
Deaths,Cambodia,Both,All ages,Stomach cancer,Number,1990,685.6370711,830.7300419,530.3482854
Deaths,Cambodia,Male,All ages,Stomach cancer,Rate,1990,7.686983149,10.0084134,5.852789277
Deaths,Cambodia,Female,All ages,Stomach cancer,Rate,1990,5.621268423,7.14219127,4.158713449
Deaths,Cambodia,Both,All ages,Stomach cancer,Rate,1990,6.60831487,8.006751561,5.111608763
Deaths,Cambodia,Male,Age-standardized,Stomach cancer,Rate,1990,20.78711065,27.12281917,15.73050621
Deaths,Cambodia,Female,Age-standardized,Stomach cancer,Rate,1990,11.89537732,14.88845612,9.217890836
Deaths,Cambodia,Both,Age-standardized,Stomach cancer,Rate,1990,15.64241418,18.84816485,12.29604502
Deaths,Israel,Male,All ages,Stomach cancer,Number,1990,310.8467607,328.315626,289.6363262
Deaths,Israel,Female,All ages,Stomach cancer,Number,1990,205.746007,219.4786733,190.6574957
Deaths,Israel,Both,All ages,Stomach cancer,Number,1990,516.5927676,546.3335369,483.9994899
Deaths,Israel,Male,All ages,Stomach cancer,Rate,1990,12.66335503,13.37500615,11.79927891
Deaths,Israel,Female,All ages,Stomach cancer,Rate,1990,8.206336477,8.754074352,7.604519692
Deaths,Israel,Both,All ages,Stomach cancer,Rate,1990,10.41128219,11.01067026,9.754405373
Deaths,Israel,Male,Age-standardized,Stomach cancer,Rate,1990,14.22299746,15.00794581,13.18397499
Deaths,Israel,Female,Age-standardized,Stomach cancer,Rate,1990,8.087067257,8.628325466,7.463074638
Deaths,Israel,Both,Age-standardized,Stomach cancer,Rate,1990,10.87377851,11.47636,10.11987908
Deaths,Chile,Male,All ages,Stomach cancer,Number,1990,2097.75275,2190.582684,2002.67176
Deaths,Chile,Female,All ages,Stomach cancer,Number,1990,1131.096849,1188.323233,1062.543999
Deaths,Chile,Both,All ages,Stomach cancer,Number,1990,3228.849599,3359.118152,3082.95759
Deaths,Chile,Male,All ages,Stomach cancer,Rate,1990,32.15116667,33.57392284,30.69390973
Deaths,Chile,Female,All ages,Stomach cancer,Rate,1990,16.74328765,17.59039266,15.72852036
Deaths,Chile,Both,All ages,Stomach cancer,Rate,1990,24.31329815,25.29422281,23.21472859
Deaths,Chile,Male,Age-standardized,Stomach cancer,Rate,1990,48.8489786,51.00309665,46.54206407
Deaths,Chile,Female,Age-standardized,Stomach cancer,Rate,1990,22.07402371,23.23409814,20.62757252
Deaths,Chile,Both,Age-standardized,Stomach cancer,Rate,1990,34.04574406,35.43734205,32.32420167
Deaths,Saint Vincent and the Grenadines,Male,All ages,Stomach cancer,Number,1990,6.778797808,7.519226672,6.109408939
Deaths,Saint Vincent and the Grenadines,Female,All ages,Stomach cancer,Number,1990,5.090043692,5.548763789,4.606381863
Deaths,Saint Vincent and the Grenadines,Both,All ages,Stomach cancer,Number,1990,11.8688415,12.97064766,10.80449834
Deaths,Saint Vincent and the Grenadines,Male,All ages,Stomach cancer,Rate,1990,12.35396453,13.70335305,11.13404227
Deaths,Saint Vincent and the Grenadines,Female,All ages,Stomach cancer,Rate,1990,9.223064788,10.0542571,8.346678522
Deaths,Saint Vincent and the Grenadines,Both,All ages,Stomach cancer,Rate,1990,10.78400909,11.78510829,9.816948714
Deaths,Saint Vincent and the Grenadines,Male,Age-standardized,Stomach cancer,Rate,1990,22.43622176,24.74401351,20.27410499
Deaths,Saint Vincent and the Grenadines,Female,Age-standardized,Stomach cancer,Rate,1990,12.7595097,13.87276568,11.56796573
Deaths,Saint Vincent and the Grenadines,Both,Age-standardized,Stomach cancer,Rate,1990,16.85494725,18.36030577,15.35409076
Deaths,Samoa,Male,All ages,Stomach cancer,Number,1990,8.773382413,10.79832833,6.952768542
Deaths,Samoa,Female,All ages,Stomach cancer,Number,1990,4.734564038,6.034489202,3.708888364
Deaths,Samoa,Both,All ages,Stomach cancer,Number,1990,13.50794645,16.53418679,10.96932527
Deaths,Samoa,Male,All ages,Stomach cancer,Rate,1990,10.22542465,12.58551008,8.103489339
Deaths,Samoa,Female,All ages,Stomach cancer,Rate,1990,6.082687924,7.752754911,4.764960466
Deaths,Samoa,Both,All ages,Stomach cancer,Rate,1990,8.25485455,10.10422328,6.703475241
Deaths,Samoa,Male,Age-standardized,Stomach cancer,Rate,1990,21.9505003,26.64933537,17.7894026
Deaths,Samoa,Female,Age-standardized,Stomach cancer,Rate,1990,10.93898904,13.81728266,8.606711514
Deaths,Samoa,Both,Age-standardized,Stomach cancer,Rate,1990,16.11333029,19.44856727,13.29029268
Deaths,Indonesia,Male,All ages,Stomach cancer,Number,1990,4456.598542,5194.101217,3748.405721
Deaths,Indonesia,Female,All ages,Stomach cancer,Number,1990,3977.263015,4706.521624,2904.46158
Deaths,Indonesia,Both,All ages,Stomach cancer,Number,1990,8433.861557,9637.036249,6887.596284
Deaths,Indonesia,Male,All ages,Stomach cancer,Rate,1990,4.818488738,5.615879014,4.052788373
Deaths,Indonesia,Female,All ages,Stomach cancer,Rate,1990,4.281782341,5.066876668,3.126841814
Deaths,Indonesia,Both,All ages,Stomach cancer,Rate,1990,4.549558707,5.198598753,3.715442023
Deaths,Indonesia,Male,Age-standardized,Stomach cancer,Rate,1990,10.23874077,11.98201568,8.552586149
Deaths,Indonesia,Female,Age-standardized,Stomach cancer,Rate,1990,7.99863752,9.489133463,5.956371493
Deaths,Indonesia,Both,Age-standardized,Stomach cancer,Rate,1990,9.033389846,10.31501787,7.473498641
Deaths,Japan,Male,All ages,Stomach cancer,Number,1990,33409.44427,33999.12883,32301.33364
Deaths,Japan,Female,All ages,Stomach cancer,Number,1990,19904.49808,20607.83896,18549.96053
Deaths,Japan,Both,All ages,Stomach cancer,Number,1990,53313.94235,54577.25455,50875.21479
Deaths,Japan,Male,All ages,Stomach cancer,Rate,1990,53.99497358,54.94799759,52.20409064
Deaths,Japan,Female,All ages,Stomach cancer,Rate,1990,31.10489266,32.20400818,28.98814774
Deaths,Japan,Both,All ages,Stomach cancer,Rate,1990,42.35748602,43.36117711,40.41993715
Deaths,Japan,Male,Age-standardized,Stomach cancer,Rate,1990,47.75451144,48.76156348,45.83330816
Deaths,Japan,Female,Age-standardized,Stomach cancer,Rate,1990,21.19337635,21.94188988,19.73403902
Deaths,Japan,Both,Age-standardized,Stomach cancer,Rate,1990,32.18675633,33.01077701,30.54582145
Deaths,Latvia,Male,All ages,Stomach cancer,Number,1990,489.2481803,510.4429634,466.9978028
Deaths,Latvia,Female,All ages,Stomach cancer,Number,1990,401.7626344,422.9879801,380.2894767
Deaths,Latvia,Both,All ages,Stomach cancer,Number,1990,891.0108147,924.3210416,856.0482342
Deaths,Latvia,Male,All ages,Stomach cancer,Rate,1990,39.59433234,41.30960349,37.79363307
Deaths,Latvia,Female,All ages,Stomach cancer,Rate,1990,28.23288857,29.72444794,26.72391483
Deaths,Latvia,Both,All ages,Stomach cancer,Rate,1990,33.5132448,34.76612946,32.19821079
Deaths,Latvia,Male,Age-standardized,Stomach cancer,Rate,1990,37.95912318,39.47783028,36.18649509
Deaths,Latvia,Female,Age-standardized,Stomach cancer,Rate,1990,17.65197118,18.58411776,16.74904946
Deaths,Latvia,Both,Age-standardized,Stomach cancer,Rate,1990,25.10701898,26.03241314,24.13836072
Deaths,Uzbekistan,Male,All ages,Stomach cancer,Number,1990,1603.975475,1677.708312,1528.252262
Deaths,Uzbekistan,Female,All ages,Stomach cancer,Number,1990,957.2237674,1019.729272,893.6610549
Deaths,Uzbekistan,Both,All ages,Stomach cancer,Number,1990,2561.199242,2680.335396,2435.639212
Deaths,Uzbekistan,Male,All ages,Stomach cancer,Rate,1990,15.48206297,16.19375491,14.7511593
